iso3,iso_year,iso_week,temp_c,dewpoint_c,temp_min_c,temp_max_c,temp_range_c,humidity_pct,wind_ms,precip_mm,conv_precip_mm,ls_precip_mm,evap_mm,water_vapour,solar_wm2,uv_wm2,thermal_wm2,cloud_cover,msl_pa,blh_m
AFG,2010,52,11.9593505859375,-13.903562545776367,9.913788795471191,11.091217994689941,1.0497018098831177,17.221179008483887,1.9505359530448914,0.0,0.0,0.0,0.019818227738142014,3.0437105894088745,190.02236938476562,17.97405242919922,232.24320220947266,0.30281904339790344,101449.890625,301.99607849121094
AFG,2011,1,9.63228988647461,-8.670911857060023,7.035219192504883,10.754823684692383,0.7856945991516113,30.523507799421036,2.389462879725865,0.05521312970449799,0.02866021974477917,0.026541371222265298,0.054630139376968145,5.747099808284214,192.6808820452009,18.86834171840123,244.6738564627511,0.30291902739554644,101874.64508928571,535.1420113699777
AFG,2011,2,4.852630163942065,-8.304290703364781,0.02983831614255905,9.067605018615723,0.6295573370797294,45.35072898864746,3.1295560087476457,0.41517134429886937,0.22818965659826063,0.1869970759144053,0.07661481108516455,6.775130033493042,191.60679844447546,19.65787955692836,250.40628705705916,0.46016302917684826,101785.58816964286,668.1048017229352
AFG,2011,3,6.264171259743827,-4.163900801113674,4.9205827713012695,6.773916721343994,0.566685655287334,52.30479049682617,2.339796475001744,0.21090814979106653,0.08434249472338706,0.1264310653496068,0.1792626241222024,7.6203605106898715,208.35293797084265,21.834634917122976,258.100594656808,0.4342918630157198,101982.484375,644.9805167061942
AFG,2011,4,10.265007155282158,-5.407720874462809,5.505956649780273,11.598408699035645,0.5304039461272103,38.104863030569895,2.4461401530674527,0.18221331798304163,0.10779211392218713,0.07441736120563291,0.17814279720187187,7.637020792279925,250.32542201450892,26.133241653442383,259.3086722237723,0.42349124007991384,101822.48660714286,760.3709455217634
AFG,2011,5,9.187888894762311,1.1064857074192591,3.818201780319214,14.199116706848145,0.5054253808089665,62.63248498099191,3.676715544291905,1.5638721035793424,0.8786416901275516,0.6853149724192917,0.33818771317601204,11.386944838932582,214.6871577671596,24.417332240513392,293.4330095563616,0.7073476697717395,101400.92633928571,755.3458862304688
AFG,2011,6,6.541011605943952,-1.2917170780045646,4.3884196281433105,8.823606491088867,0.4779928837503706,62.645211356026785,3.108384200504848,1.3773979488760233,0.7881349071394652,0.5892399903386831,0.42440370097756386,9.347946984427315,252.09335327148438,28.408880506243026,274.4445495605469,0.5796986946037838,101201.31361607143,635.0825631277902
AFG,2011,7,7.202932970864432,-3.6980814252580916,4.73508882522583,7.902642250061035,0.4553806356021336,50.088229588099885,2.6297056674957275,0.3576355637051165,0.24632869428023696,0.11125687733874656,0.5504422560334206,7.430533272879464,323.36886160714283,35.31413895743234,258.1981179373605,0.431737377175263,101494.73102678571,692.8332606724331
AFG,2011,8,6.580758401325771,-3.281755511249815,2.426048994064331,10.79829216003418,0.46114236967904226,55.308810642787385,3.3223608902522495,0.573527438333258,0.2540849956567399,0.31951166200451553,0.3703591227531433,8.661115782601494,314.3490883963449,35.3683774130685,269.292966570173,0.5948267706802913,101903.421875,725.0961826869419
AFG,2011,9,5.302200964518955,-0.17171299031802587,3.770538330078125,7.5685200691223145,0.407057523727417,70.32948303222656,2.5109813383647372,1.2609881684184074,0.8515465594828129,0.409480060916394,0.5069468319416046,10.014174597603935,296.62174333844865,34.251139232090544,282.7166835239955,0.688521146774292,101710.3203125,615.3317783900669
